image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
2281,image_0745.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0745.jpg,True,2099,19.658,2099,19.8007,"[2099, 38459, 4594, 41801, 33331]","[19.658, 19.5847, 15.0074, 11.9014, 7.8296]","[2099, 38459, 4594, 41801, 33331]","[19.8007, 19.6763, 15.1963, 12.0695, 7.9065]",5,5,[],[],True,45770,2.8727,45770,2.9045,"[45770, 41602, 35949, 38515, 22392]","[2.8727, 1.8269, 1.577, 1.5017, 1.3059]","[45770, 41602, 35949, 38515, 27673]","[2.9045, 1.9626, 1.7504, 1.4268, 1.3215]",4,4,[22392],[27673],0.9582,0.2193,0.00029,22895,0.2193,0.0,0.2193,41677,0.1822,0.0064,0.1757,35949,1.577,1.7504,0.1734,24589,0.1643,0.0,0.1643,47533,0.2258,0.3761,0.1504
2282,image_0746.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0746.jpg,True,2099,20.1813,2099,20.4554,"[2099, 38459, 4594, 41801, 33331]","[20.1813, 20.032, 15.3857, 12.0849, 7.9489]","[2099, 38459, 4594, 41801, 33331]","[20.4554, 20.1794, 15.7118, 12.4399, 8.0814]",5,5,[],[],True,19150,1.9039,19150,1.757,"[19150, 38515, 29095, 13091, 32503]","[1.9039, 1.4744, 0.9706, 0.9079, 0.8798]","[19150, 38515, 29095, 13091, 32503]","[1.757, 1.4782, 0.9945, 0.9539, 0.8883]",5,5,[],[],0.9488,0.3218,0.000261,33628,0.1218,0.4437,0.3218,37677,0.0,0.2426,0.2426,22323,0.3223,0.1724,0.1499,43137,0.1828,0.0345,0.1483,19150,1.9039,1.757,0.147
2283,image_0747.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0747.jpg,True,2099,20.5425,2099,20.6842,"[2099, 38459, 4594, 41801, 33331]","[20.5425, 20.3654, 15.6629, 12.5401, 7.9939]","[2099, 38459, 4594, 41801, 33331]","[20.6842, 20.4352, 15.8735, 12.7319, 8.0859]",5,5,[],[],True,19150,2.2078,19150,2.1695,"[19150, 38515, 32503, 13091, 45542]","[2.2078, 2.0278, 1.8245, 1.7929, 1.2899]","[19150, 38515, 13091, 32503, 25790]","[2.1695, 2.0016, 1.7628, 1.6688, 1.2428]",4,4,[45542],[25790],0.8055,0.2105,0.00025,46687,0.9743,0.7638,0.2105,32503,1.8245,1.6688,0.1557,27721,0.3504,0.4966,0.1462,29804,0.4462,0.32,0.1263,25916,0.2056,0.0809,0.1247
2284,image_0748.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0748.jpg,True,2099,25.1305,2099,25.1544,"[2099, 38459, 4594, 41801, 33331]","[25.1305, 24.1222, 18.8936, 17.5329, 9.7718]","[2099, 38459, 4594, 41801, 33331]","[25.1544, 24.095, 18.992, 17.599, 9.843]",5,5,[],[],True,38515,2.0177,38515,2.1086,"[38515, 19150, 29095, 34321, 25790]","[2.0177, 1.2996, 1.1127, 1.0989, 0.9662]","[38515, 19150, 29095, 34321, 25790]","[2.1086, 1.1664, 1.1594, 1.0904, 0.951]",5,5,[],[],0.7516,0.1662,0.00023,36901,0.6293,0.7955,0.1662,22359,0.2322,0.0943,0.1379,19150,1.2996,1.1664,0.1332,42219,0.3608,0.2474,0.1134,23041,0.0,0.1085,0.1085
2285,image_0749.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0749.jpg,True,38459,18.2629,38459,18.1748,"[38459, 2099, 4594, 41801, 33331]","[18.2629, 17.9096, 13.5611, 9.6945, 7.3236]","[38459, 2099, 4594, 41801, 33331]","[18.1748, 17.8795, 13.6098, 9.7691, 7.2887]",5,5,[],[],True,38515,1.69,38515,1.6348,"[38515, 25790, 34321, 29095, 40545]","[1.69, 1.1901, 1.0778, 0.8708, 0.8064]","[38515, 25790, 34321, 29095, 40545]","[1.6348, 1.175, 1.0027, 0.8438, 0.7706]",5,5,[],[],0.8635,0.2179,0.000222,38567,0.2729,0.055,0.2179,41677,0.497,0.3061,0.1908,25702,0.3079,0.1371,0.1708,34625,0.1788,0.3334,0.1546,43134,0.1893,0.037,0.1524
2286,image_0750.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0750.jpg,True,38459,19.227,38459,19.3203,"[38459, 2099, 4594, 41801, 133]","[19.227, 19.156, 14.4566, 11.3591, 6.9735]","[38459, 2099, 4594, 41801, 33331]","[19.3203, 19.2038, 14.5061, 11.4741, 6.8688]",4,4,[133],[33331],True,19150,2.2174,19150,2.1006,"[19150, 38515, 20496, 25790, 13091]","[2.2174, 1.522, 1.2239, 1.1554, 1.1193]","[19150, 38515, 13091, 25790, 20496]","[2.1006, 1.5456, 1.1937, 1.1689, 1.167]",5,5,[],[],0.6452,0.1275,0.000197,735,0.7989,0.6713,0.1275,19150,2.2174,2.1006,0.1168,3076,0.5668,0.4528,0.114,32503,0.2538,0.1477,0.1061,11242,0.1465,0.2418,0.0953
2287,image_0751.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0751.jpg,True,2099,19.625,2099,19.6854,"[2099, 38459, 4594, 41801, 33331]","[19.625, 19.4897, 14.7731, 12.1125, 6.7545]","[2099, 38459, 4594, 41801, 33331]","[19.6854, 19.4855, 14.8914, 12.1952, 6.7685]",5,5,[],[],True,19150,2.2572,19150,2.1204,"[19150, 38515, 43926, 20496, 25790]","[2.2572, 1.5287, 1.3692, 1.24, 1.0229]","[19150, 38515, 43926, 20496, 25790]","[2.1204, 1.5681, 1.3149, 1.2024, 1.0778]",5,5,[],[],0.602,0.1368,0.000172,19150,2.2572,2.1204,0.1368,37532,0.1214,0.0,0.1214,41098,0.0561,0.1697,0.1136,10841,0.5469,0.6585,0.1116,46720,0.1255,0.0223,0.1032
2288,image_0752.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0752.jpg,True,2099,21.2223,2099,21.5385,"[2099, 38459, 4594, 41801, 33331]","[21.2223, 20.7867, 16.4473, 13.3248, 8.1253]","[2099, 38459, 4594, 41801, 33331]","[21.5385, 20.9658, 16.7871, 13.7081, 8.2494]",5,5,[],[],True,43926,1.9668,43926,1.9146,"[43926, 19150, 38515, 25790, 13091]","[1.9668, 1.7197, 1.5908, 1.1867, 1.1143]","[43926, 38515, 19150, 25790, 13091]","[1.9146, 1.625, 1.6197, 1.2366, 1.1701]",5,5,[],[],0.812,0.1532,0.000249,3076,0.1698,0.0166,0.1532,46526,0.4558,0.5902,0.1345,41843,0.3312,0.4648,0.1336,41677,0.9152,0.7834,0.1318,32496,0.2714,0.1453,0.126
2289,image_0753.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0753.jpg,True,2099,19.3299,2099,19.4728,"[2099, 38459, 4594, 41801, 33331]","[19.3299, 19.3162, 14.6048, 11.6537, 6.6615]","[2099, 38459, 4594, 41801, 33331]","[19.4728, 19.3935, 14.7642, 11.795, 6.7161]",5,5,[],[],True,7834,1.3483,7834,1.3896,"[7834, 45086, 38515, 14809, 25580]","[1.3483, 1.2119, 1.0366, 1.0339, 0.8957]","[7834, 45086, 14809, 38515, 25580]","[1.3896, 1.2895, 1.0143, 1.0106, 0.9893]",5,5,[],[],0.5866,0.1444,0.000143,23829,0.8029,0.6585,0.1444,27122,0.2115,0.3424,0.131,4993,0.1311,0.0197,0.1114,27691,0.3584,0.4695,0.1111,21031,0.8473,0.7463,0.101
2290,image_0754.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0754.jpg,True,38459,19.6408,38459,19.7105,"[38459, 2099, 4594, 41801, 33331]","[19.6408, 19.5269, 14.7667, 11.3542, 7.9054]","[38459, 2099, 4594, 41801, 33331]","[19.7105, 19.706, 15.0097, 11.6716, 7.8974]",5,5,[],[],True,38515,1.4711,38515,1.5432,"[38515, 25790, 13091, 19150, 34321]","[1.4711, 1.2013, 0.9951, 0.9792, 0.8986]","[38515, 25790, 29095, 13091, 19150]","[1.5432, 1.234, 0.9748, 0.9736, 0.9657]",4,4,[34321],[29095],1.0208,0.2787,0.000281,23729,0.4275,0.1488,0.2787,32489,0.0,0.2606,0.2606,43926,0.2506,0.4893,0.2387,6980,0.2777,0.0564,0.2213,6141,0.0011,0.2046,0.2034
2291,image_0755.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0755.jpg,True,38459,18.3163,38459,18.1791,"[38459, 2099, 4594, 41801, 33331]","[18.3163, 18.0387, 13.6716, 9.9907, 7.2426]","[38459, 2099, 4594, 41801, 33331]","[18.1791, 17.9005, 13.6227, 9.9293, 7.1715]",5,5,[],[],True,38515,1.5527,38515,1.5884,"[38515, 45542, 25790, 29095, 24680]","[1.5527, 1.2518, 1.2069, 1.0732, 0.8603]","[38515, 25790, 45542, 29095, 24680]","[1.5884, 1.1581, 1.1551, 1.0686, 0.8737]",5,5,[],[],0.7328,0.1609,0.000188,19150,0.7028,0.5419,0.1609,40305,0.4421,0.5993,0.1572,38726,0.2761,0.1236,0.1524,22758,0.1504,0.0,0.1504,29166,0.0772,0.2246,0.1474
2292,image_0756.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0756.jpg,True,38459,18.9677,38459,19.0978,"[38459, 2099, 4594, 41801, 33331]","[18.9677, 18.8338, 14.4027, 10.7613, 7.2836]","[38459, 2099, 4594, 41801, 33331]","[19.0978, 19.0369, 14.6504, 11.0694, 7.4051]",5,5,[],[],True,38515,1.5871,38515,1.6693,"[38515, 43358, 45542, 25790, 29095]","[1.5871, 1.4072, 1.3567, 1.2328, 1.1504]","[38515, 45542, 25790, 19150, 29095]","[1.6693, 1.5712, 1.3024, 1.2195, 1.1842]",4,4,[43358],[19150],1.3405,1.0146,0.00022,43358,1.4072,0.3926,1.0146,22359,0.0,0.2639,0.2639,45542,1.3567,1.5712,0.2145,31539,0.165,0.3704,0.2054,47949,0.4862,0.2974,0.1889
2293,image_0757.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0757.jpg,True,38459,19.579,38459,19.601,"[38459, 2099, 4594, 41801, 33331]","[19.579, 19.4796, 14.6926, 11.5446, 7.5094]","[38459, 2099, 4594, 41801, 33331]","[19.601, 19.5739, 14.8251, 11.7165, 7.5797]",5,5,[],[],True,23761,1.7915,23761,1.9559,"[23761, 38515, 5948, 12663, 3184]","[1.7915, 1.7344, 1.4422, 1.4393, 1.2965]","[23761, 38515, 12663, 5948, 3184]","[1.9559, 1.7628, 1.5642, 1.4918, 1.3231]",5,5,[],[],0.7787,0.1644,0.00023,23761,1.7915,1.9559,0.1644,34173,0.269,0.1158,0.1532,42711,0.0219,0.1632,0.1413,6493,0.1449,0.0052,0.1396,19851,0.1409,0.0094,0.1315
2294,image_0758.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0758.jpg,False,38459,20.0287,2099,20.0956,"[38459, 2099, 4594, 41801, 33331]","[20.0287, 20.0214, 15.223, 11.9612, 7.8426]","[2099, 38459, 4594, 41801, 33331]","[20.0956, 20.0643, 15.3571, 12.0511, 7.919]",5,5,[],[],True,38515,1.9221,38515,1.9638,"[38515, 25790, 29095, 34321, 5336]","[1.9221, 1.3789, 1.1919, 1.1321, 1.1147]","[38515, 25790, 29095, 34321, 32503]","[1.9638, 1.3177, 1.2532, 1.0743, 0.9963]",4,4,[5336],[32503],1.0548,0.3404,0.000322,40715,0.6978,0.3574,0.3404,19150,0.5575,0.8336,0.2761,46687,0.6346,0.4487,0.1859,35778,0.3647,0.1823,0.1824,8693,0.2622,0.0821,0.1801
2295,image_0759.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0759.jpg,True,2099,20.7561,2099,20.8598,"[2099, 38459, 4594, 41801, 33331]","[20.7561, 20.7177, 15.7917, 12.5189, 8.262]","[2099, 38459, 4594, 41801, 33331]","[20.8598, 20.7628, 15.9557, 12.6396, 8.3294]",5,5,[],[],True,32503,2.5163,32503,2.4517,"[32503, 38515, 29095, 20963, 37740]","[2.5163, 2.0355, 1.0858, 0.8711, 0.8164]","[32503, 38515, 29095, 35074, 37740]","[2.4517, 2.031, 1.0891, 0.8601, 0.8175]",4,4,[20963],[35074],0.7435,0.1454,0.000234,35462,0.4,0.2546,0.1454,46687,0.802,0.6625,0.1396,37057,0.0426,0.1733,0.1307,19150,0.2435,0.1167,0.1268,37416,0.4374,0.5633,0.126
2296,image_0760.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0760.jpg,True,38459,18.3391,38459,18.3322,"[38459, 2099, 4594, 41801, 39589]","[18.3391, 18.1033, 13.918, 9.8782, 7.3673]","[38459, 2099, 4594, 41801, 39589]","[18.3322, 18.1755, 14.0335, 10.03, 7.3418]",5,5,[],[],False,43358,1.9457,38515,1.4799,"[43358, 38515, 29095, 25790, 40545]","[1.9457, 1.4528, 1.0692, 0.9236, 0.8296]","[38515, 29095, 25790, 40545, 43358]","[1.4799, 1.1181, 1.0283, 0.8945, 0.8345]",5,5,[],[],1.4798,1.1112,0.000266,43358,1.9457,0.8345,1.1112,7091,0.1569,0.4143,0.2574,9928,0.1373,0.3307,0.1934,37749,0.0538,0.2216,0.1679,11366,0.3724,0.2067,0.1657
2297,image_0761.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0761.jpg,True,2099,20.9216,2099,20.951,"[2099, 38459, 4594, 41801, 33331]","[20.9216, 20.5905, 16.3012, 13.0873, 8.0737]","[2099, 38459, 4594, 41801, 33331]","[20.951, 20.6098, 16.3629, 13.1595, 8.1563]",5,5,[],[],True,38515,2.2257,38515,2.2387,"[38515, 32503, 25790, 29095, 34151]","[2.2257, 2.1894, 1.2803, 1.226, 1.082]","[38515, 32503, 25790, 29095, 34151]","[2.2387, 2.228, 1.2366, 1.1923, 1.1624]",5,5,[],[],1.1994,0.3865,0.000378,43559,0.3865,0.0,0.3865,19150,0.3949,0.663,0.2681,5457,0.454,0.2363,0.2177,13091,0.809,0.9737,0.1646,16956,0.1071,0.2678,0.1607
2298,image_0762.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0762.jpg,True,2099,20.9488,2099,21.0712,"[2099, 38459, 4594, 41801, 33331]","[20.9488, 20.7286, 16.3707, 12.7023, 8.1146]","[2099, 38459, 4594, 41801, 33331]","[21.0712, 20.7958, 16.5437, 12.8382, 8.1909]",5,5,[],[],True,38515,1.8165,38515,1.8443,"[38515, 34321, 29095, 19150, 35462]","[1.8165, 1.0381, 1.0357, 0.9809, 0.8614]","[38515, 19150, 29095, 34321, 35462]","[1.8443, 1.0912, 1.0876, 0.9805, 0.7653]",5,5,[],[],0.6625,0.1823,0.000205,26360,0.4038,0.5861,0.1823,19150,0.9809,1.0912,0.1102,31501,0.1763,0.0784,0.0979,35462,0.8614,0.7653,0.0961,25517,0.0906,0.0,0.0906
2299,image_0763.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0763.jpg,True,2099,20.1623,2099,20.2529,"[2099, 38459, 4594, 41801, 33331]","[20.1623, 19.9473, 15.2305, 12.333, 8.0174]","[2099, 38459, 4594, 41801, 33331]","[20.2529, 19.9672, 15.4066, 12.4867, 8.0746]",5,5,[],[],True,24572,1.651,24572,1.5498,"[24572, 38515, 25790, 29095, 41843]","[1.651, 1.2969, 0.8417, 0.8317, 0.7786]","[24572, 38515, 41843, 25790, 29095]","[1.5498, 1.2271, 0.9405, 0.8136, 0.7251]",5,5,[],[],0.6478,0.1877,0.00015,29377,0.5205,0.7082,0.1877,41843,0.7786,0.9405,0.1619,7137,0.1475,0.2853,0.1378,47533,0.0857,0.2207,0.135,15555,0.014,0.1338,0.1199
2300,image_0764.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0764.jpg,True,2099,20.8972,2099,21.0428,"[2099, 38459, 4594, 41801, 33331]","[20.8972, 20.6019, 15.8609, 12.9094, 8.097]","[2099, 38459, 4594, 41801, 33331]","[21.0428, 20.6924, 16.0658, 13.0732, 8.2078]",5,5,[],[],True,38515,1.6865,38515,1.6976,"[38515, 19150, 13091, 34321, 25790]","[1.6865, 1.324, 1.2799, 1.0056, 0.9971]","[38515, 19150, 13091, 25790, 34321]","[1.6976, 1.3032, 1.1754, 1.0206, 1.0048]",5,5,[],[],0.5972,0.2054,0.000158,32503,0.3402,0.1348,0.2054,16440,0.004,0.1297,0.1257,5269,0.3531,0.2418,0.1113,13091,1.2799,1.1754,0.1046,17538,0.2891,0.198,0.0911
2301,image_0765.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0765.jpg,True,2099,20.7466,2099,20.7267,"[2099, 38459, 4594, 41801, 33331]","[20.7466, 20.4621, 15.7477, 12.9687, 8.1136]","[2099, 38459, 4594, 41801, 33331]","[20.7267, 20.4189, 15.757, 12.9975, 8.1724]",5,5,[],[],True,32503,1.6619,32503,1.5128,"[32503, 38515, 25790, 37740, 29095]","[1.6619, 1.4673, 0.9948, 0.9717, 0.7924]","[32503, 38515, 25790, 37740, 29095]","[1.5128, 1.4212, 1.0255, 0.8905, 0.7775]",5,5,[],[],0.886,0.2177,0.000234,5457,0.2396,0.0219,0.2177,37416,0.6739,0.4768,0.1971,1918,0.3138,0.1183,0.1956,29166,0.1886,0.0,0.1886,19150,0.0628,0.2292,0.1664
2302,image_0766.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0766.jpg,False,38459,20.1139,2099,20.0811,"[38459, 2099, 4594, 41801, 33331]","[20.1139, 20.063, 15.3465, 12.1747, 7.6883]","[2099, 38459, 4594, 41801, 33331]","[20.0811, 20.0793, 15.4239, 12.2691, 7.7448]",5,5,[],[],True,38515,1.9551,38515,1.9691,"[38515, 32503, 29095, 37740, 34321]","[1.9551, 1.839, 1.2168, 1.2106, 1.0689]","[38515, 32503, 37740, 29095, 24680]","[1.9691, 1.8242, 1.2222, 1.2027, 1.0945]",4,4,[34321],[24680],0.7711,0.1622,0.000246,5366,0.6054,0.4431,0.1622,27721,0.2831,0.4045,0.1214,37416,0.1106,0.2309,0.1203,31373,0.0,0.1095,0.1095,15554,0.2698,0.1639,0.1059
2303,image_0767.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0767.jpg,True,38459,18.4429,38459,18.4054,"[38459, 2099, 4594, 41801, 133]","[18.4429, 18.1096, 13.8789, 9.8027, 7.523]","[38459, 2099, 4594, 41801, 133]","[18.4054, 18.1119, 13.9576, 9.873, 7.535]",5,5,[],[],True,38515,1.978,38515,2.0257,"[38515, 29095, 25790, 34321, 45542]","[1.978, 1.1109, 1.0985, 1.0914, 0.8943]","[38515, 29095, 25790, 34321, 45542]","[2.0257, 1.1558, 1.1258, 1.0889, 0.9821]",5,5,[],[],1.0553,0.3576,0.000306,26360,0.0,0.3576,0.3576,40305,0.3306,0.5641,0.2336,41843,0.0,0.2071,0.2071,32503,0.8418,0.6792,0.1626,23729,0.1571,0.0,0.1571
2304,image_0768.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0768.jpg,True,2099,19.4263,2099,19.4151,"[2099, 38459, 4594, 41801, 33331]","[19.4263, 19.3508, 14.8063, 11.7155, 7.6899]","[2099, 38459, 4594, 41801, 33331]","[19.4151, 19.3379, 14.8761, 11.7138, 7.761]",5,5,[],[],True,38515,1.3781,38515,1.3614,"[38515, 29095, 25790, 48862, 34321]","[1.3781, 1.0127, 0.9448, 0.9097, 0.8516]","[38515, 25790, 29095, 29767, 48862]","[1.3614, 1.0114, 0.988, 0.8789, 0.829]",4,4,[34321],[29767],1.0405,0.2212,0.000285,45542,0.1851,0.4062,0.2212,3592,0.0,0.2106,0.2106,22821,0.2063,0.0,0.2063,22359,0.2143,0.3906,0.1763,44054,0.1618,0.0,0.1618
2305,image_0769.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0769.jpg,True,2099,19.9453,2099,20.216,"[2099, 38459, 4594, 41801, 33331]","[19.9453, 19.8979, 15.1324, 12.055, 7.7873]","[2099, 38459, 4594, 41801, 33331]","[20.216, 20.0735, 15.4498, 12.363, 7.9172]",5,5,[],[],True,38515,1.706,38515,1.8116,"[38515, 46576, 45147, 34321, 12139]","[1.706, 1.3881, 1.1925, 1.127, 1.0726]","[38515, 46576, 45147, 12139, 34321]","[1.8116, 1.5795, 1.2068, 1.2065, 1.1648]",5,5,[],[],1.8966,0.4828,0.000682,4201,0.7356,0.2528,0.4828,24777,0.1968,0.5071,0.3103,44201,0.4746,0.7734,0.2988,36901,0.8191,0.5344,0.2846,28054,0.037,0.3091,0.2721
2306,image_0770.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0770.jpg,True,2099,20.4467,2099,20.7772,"[2099, 38459, 4594, 41801, 33331]","[20.4467, 20.196, 15.6537, 12.7205, 8.1323]","[2099, 38459, 4594, 41801, 33331]","[20.7772, 20.3919, 16.0461, 13.1567, 8.2609]",5,5,[],[],True,38515,1.6559,38515,1.4867,"[38515, 25790, 34321, 29095, 41843]","[1.6559, 1.1357, 0.9802, 0.9678, 0.9094]","[38515, 25790, 45542, 29095, 41843]","[1.4867, 1.1371, 1.1144, 1.0057, 0.961]",4,4,[34321],[45542],1.0014,0.2233,0.000275,45542,0.8911,1.1144,0.2233,38726,0.4656,0.2807,0.1848,36673,0.3601,0.1769,0.1832,38515,1.6559,1.4867,0.1692,19794,0.1641,0.0062,0.1579
2307,image_0771.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0771.jpg,False,38459,18.7915,2099,18.9344,"[38459, 2099, 4594, 41801, 33331]","[18.7915, 18.7899, 14.2113, 10.9408, 7.2342]","[2099, 38459, 4594, 41801, 33331]","[18.9344, 18.8585, 14.5091, 11.0514, 7.2909]",5,5,[],[],True,38515,1.7003,38515,1.7273,"[38515, 29095, 25790, 27498, 34321]","[1.7003, 1.1012, 0.9914, 0.9221, 0.8807]","[38515, 29095, 25790, 27498, 34321]","[1.7273, 1.0928, 0.9759, 0.8734, 0.8468]",5,5,[],[],1.2315,0.3918,0.000347,19150,0.0,0.3918,0.3918,22359,0.0,0.2981,0.2981,13091,0.2466,0.4905,0.2439,38726,0.0954,0.3139,0.2185,26360,0.4403,0.2377,0.2026
2308,image_0772.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0772.jpg,True,38459,20.9507,38459,20.8849,"[38459, 2099, 4594, 41801, 33331]","[20.9507, 20.8668, 15.5726, 12.5846, 8.566]","[38459, 2099, 4594, 41801, 33331]","[20.8849, 20.8645, 15.6437, 12.6789, 8.5658]",5,5,[],[],True,45770,2.2631,45770,2.2374,"[45770, 38515, 41677, 20496, 19150]","[2.2631, 1.6506, 1.467, 1.2098, 1.1593]","[45770, 38515, 41677, 20496, 46526]","[2.2374, 1.6377, 1.4814, 1.1753, 1.1498]",4,4,[19150],[46526],0.7565,0.2918,0.0002,19150,1.1593,0.8674,0.2918,38567,0.3355,0.503,0.1675,13091,0.4474,0.2849,0.1624,6537,0.4478,0.3165,0.1314,47533,0.1888,0.3155,0.1267
2309,image_0773.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0773.jpg,True,2099,19.6233,2099,19.7086,"[2099, 38459, 4594, 41801, 33331]","[19.6233, 19.4869, 15.1541, 11.5382, 7.7105]","[2099, 38459, 4594, 41801, 33331]","[19.7086, 19.5017, 15.2781, 11.6669, 7.7655]",5,5,[],[],True,45770,2.5804,45770,2.5664,"[45770, 38515, 19150, 29767, 327]","[2.5804, 1.5328, 1.2199, 1.0389, 0.9405]","[45770, 38515, 19150, 29767, 29095]","[2.5664, 1.4619, 1.1072, 1.0325, 0.8487]",4,4,[327],[29095],0.9878,0.3091,0.000286,23725,0.3368,0.0276,0.3091,6537,0.3087,0.0893,0.2194,327,0.9405,0.7521,0.1884,41602,0.662,0.4773,0.1847,46261,0.2749,0.1212,0.1537
2310,image_0774.jpg,/home/sunayana/Documents/Concept_LoRA/data/caltech-101/Caltech101/101_ObjectCategories/Motorbikes/image_0774.jpg,True,38459,17.2886,38459,17.3369,"[38459, 2099, 4594, 41801, 133]","[17.2886, 16.7687, 12.412, 8.7487, 7.1179]","[38459, 2099, 4594, 41801, 133]","[17.3369, 16.9022, 12.5775, 8.9499, 7.0349]",5,5,[],[],True,38515,1.3695,38515,1.3243,"[38515, 25790, 43926, 13091, 22366]","[1.3695, 1.1847, 1.1681, 1.0116, 0.9509]","[38515, 25790, 43926, 13091, 22366]","[1.3243, 1.1072, 1.049, 0.9755, 0.9161]",5,5,[],[],1.0059,0.2425,0.000303,10489,0.546,0.3035,0.2425,41843,0.1667,0.3671,0.2004,12354,0.0025,0.1538,0.1514,12600,0.5191,0.3773,0.1418,20412,0.1751,0.0375,0.1375
